,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00105836,147,15,67,17,6,8,14,6,6,6,2,2,2,1,1
S00105837,85,10,23,5,5,5,7,22,-,5,3,4,1,1,2
S00105838,103,10,49,5,3,4,17,5,2,4,4,2,-,2,-
S00105839,82,7,36,4,3,3,11,3,4,11,-,1,-,-,2
S00105840,86,22,32,11,-,4,10,3,2,1,1,-,-,-,-
S00105841,46,4,10,-,-,-,23,-,-,8,1,-,-,-,-
S00105842,55,6,25,3,4,-,13,-,-,3,1,2,1,-,3
S00105843,93,11,36,12,2,2,20,7,-,2,1,-,1,-,1
S00105844,59,6,19,7,2,2,13,9,1,-,-,1,-,-,1
S00105845,81,10,26,9,4,-,26,5,1,-,-,1,1,-,-
S00105846,97,7,30,12,3,3,29,5,2,3,3,1,-,-,1
S00105847,84,16,33,9,2,-,15,4,2,3,-,1,-,-,-
S00105848,78,10,26,9,2,5,16,4,2,2,2,-,1,-,1
S00105849,88,12,38,11,-,1,21,-,4,-,1,-,-,-,-
S00105850,80,13,36,11,1,3,12,2,-,1,1,-,1,-,1
S00105851,74,8,28,4,5,-,20,4,-,4,1,-,-,-,5
S00105852,54,7,31,2,3,1,7,1,1,-,1,1,-,-,1
S00105853,94,17,38,8,3,-,19,4,2,2,1,1,2,-,2
S00105854,96,14,30,8,6,2,15,11,5,3,2,4,-,1,2
S00105855,77,16,27,9,3,3,12,2,1,3,1,-,1,-,2
S00105856,81,12,30,5,4,3,17,6,2,2,-,3,1,2,-
S00105857,48,6,11,3,2,1,8,3,3,11,-,1,-,1,1
S00105858,51,3,12,5,1,1,26,2,-,1,-,-,-,-,1
S00105859,47,4,16,2,5,2,9,5,3,-,1,-,1,-,1
S00105860,94,12,35,6,5,4,21,6,3,2,-,3,1,-,1
S00105861,95,13,32,7,6,3,27,3,2,2,-,3,1,2,1
S00105862,60,13,24,2,4,3,4,4,3,1,2,1,-,-,3
S00105863,74,10,28,4,2,2,20,4,3,1,-,2,-,1,1
S00105864,129,15,48,11,5,6,33,6,3,2,-,1,1,-,-
S00105865,132,18,48,3,5,6,33,11,3,3,2,3,1,2,2
S00105866,82,7,24,4,-,3,29,8,3,1,3,-,-,-,-
S00105867,116,15,44,3,-,2,37,9,1,4,1,-,-,-,-
S00105868,100,16,38,8,1,10,21,3,2,-,1,-,1,-,-
S00105869,85,13,28,9,5,2,22,3,-,2,1,-,1,1,2
S00105870,94,21,34,7,-,3,22,4,2,1,-,-,-,-,-
S00105871,97,13,43,11,1,3,16,5,1,2,2,-,1,-,1
S00105872,99,13,37,12,2,4,22,4,3,2,-,-,1,-,1
S00105873,94,18,44,5,2,2,21,1,1,-,-,-,1,-,1
S00105874,85,9,36,9,1,1,23,3,1,1,1,-,-,-,-
S00105875,96,14,41,6,1,6,23,1,2,2,-,-,-,-,-
S00105876,86,14,39,9,1,3,16,1,3,-,-,-,-,-,-
S00105877,93,18,45,16,-,1,6,4,2,-,1,-,-,-,-
S00105878,148,26,62,13,1,2,33,4,4,-,3,-,-,-,-
S00105879,72,12,26,4,1,-,21,3,1,1,3,-,1,-,-
S00105880,72,9,32,6,3,1,17,1,1,1,1,-,1,1,1
S00105881,77,12,31,5,7,3,5,5,-,6,3,2,4,3,3
S00105882,110,21,21,4,6,3,12,4,19,14,6,3,-,1,2
S00105883,86,17,30,3,7,4,1,6,5,7,6,3,-,2,1
S00105884,83,6,37,9,3,6,8,4,8,2,-,-,1,-,1
S00105885,56,7,21,3,6,3,4,3,8,1,-,1,-,-,4
S00105886,61,6,22,4,5,1,3,4,4,10,2,2,-,-,4
S00105887,94,15,34,5,9,4,10,7,3,6,1,2,1,2,6
S00105888,85,18,15,4,7,3,9,3,12,6,8,3,-,1,2
S00105889,92,23,24,4,3,1,6,5,14,8,4,1,-,-,1
S00105890,95,9,21,8,14,9,8,8,5,7,6,10,-,1,4
S00105891,79,10,34,6,4,5,4,10,2,3,1,-,-,-,3
S00105892,70,7,22,6,6,2,3,8,5,1,10,1,2,-,4
S00105893,52,5,35,2,1,2,-,-,2,2,3,-,-,-,-
S00105894,59,12,14,1,3,4,-,5,9,5,6,1,-,-,2
S00105895,47,10,8,-,4,1,4,11,2,4,3,-,-,-,4
S00105896,123,23,34,1,15,6,4,8,9,15,8,3,1,1,6
S00105897,70,11,14,4,14,1,4,5,4,9,4,3,1,1,7
S00105898,77,13,15,3,10,3,2,3,13,13,2,3,1,5,4
S00105899,117,11,69,8,4,11,-,5,1,5,3,1,-,-,2
S00105900,126,20,39,10,13,6,5,5,13,7,8,7,1,4,8
S00105901,59,11,12,8,1,-,24,-,1,2,-,1,-,-,-
S00105902,89,14,52,9,2,3,6,2,-,-,1,-,1,-,-
S00105903,88,11,37,13,4,1,13,7,1,-,1,2,2,1,1
S00105904,66,10,21,6,2,4,18,2,3,-,-,2,-,2,-
S00105905,94,19,36,9,1,2,19,2,1,2,3,1,-,-,-
S00105906,58,10,22,6,-,1,12,4,2,-,1,-,-,-,-
S00105907,34,2,20,2,1,1,3,1,1,2,1,-,-,-,1
S00105908,56,5,23,4,4,1,12,-,-,6,1,2,2,1,1
S00105909,77,12,32,4,-,2,14,10,-,2,1,-,-,-,-
S00105910,69,15,24,4,2,3,11,4,2,4,-,-,2,-,1
S00105911,71,13,25,4,4,5,10,3,3,1,3,2,1,2,1
S00105912,69,7,29,6,-,-,14,5,3,4,1,-,-,-,-
S00105913,69,4,34,3,3,1,11,7,1,4,1,2,-,-,-
S00105914,107,18,53,10,-,7,14,4,1,-,-,-,-,-,-
S00105915,94,18,42,7,1,5,11,5,4,-,1,-,-,-,-
S00105916,87,17,34,8,-,3,17,3,3,-,2,-,-,-,-
S00105917,69,13,33,3,-,6,7,2,3,-,2,-,-,-,-
S00105918,74,14,34,6,2,3,8,3,4,-,-,-,1,-,1
S00105919,96,12,41,7,6,3,20,3,3,1,-,3,-,2,1
S00105920,72,14,20,5,2,1,17,5,1,5,2,-,-,-,-
S00105921,79,13,30,3,2,3,15,5,2,4,2,1,-,1,1
S00105922,99,12,45,2,2,6,17,5,2,8,-,-,1,-,-
S00105923,114,15,51,3,5,8,19,8,3,2,-,3,1,1,1
S00105924,79,11,32,8,2,4,14,5,2,1,-,-,1,-,2
S00105925,73,7,28,7,2,3,11,2,6,7,-,-,1,-,1
S00105926,91,17,44,6,3,3,14,1,1,1,1,-,1,-,1
S00105927,73,13,26,6,3,3,15,5,1,1,-,1,-,-,-
S00105928,80,12,32,4,1,2,20,4,2,3,-,1,-,-,-
S00105929,86,18,40,2,-,3,17,2,1,2,1,-,-,-,-
S00105930,75,10,34,4,1,3,13,8,2,-,-,-,1,-,-
S00105931,100,21,38,7,1,3,19,4,4,2,1,1,-,-,1
S00105932,82,13,22,13,2,2,15,5,2,8,-,1,-,-,-
S00105933,90,11,35,4,1,2,23,6,3,3,2,-,-,-,-
S00105934,131,24,41,12,6,5,27,10,4,1,1,4,-,3,1
S00105935,"1,595",15,33,12,2,368,28,"1,135",1,-,1,-,1,-,2
S00105936,98,17,30,9,2,3,29,1,4,2,1,1,1,-,1
S00105937,60,11,21,2,2,-,9,2,-,10,3,-,-,-,1
S00105938,111,23,45,6,2,4,23,3,3,1,1,1,1,-,-
S00105939,122,23,46,5,4,7,29,5,1,1,1,1,1,1,1
S00105940,78,7,27,6,4,3,20,5,2,1,3,2,1,1,2
S00105941,60,12,34,4,1,-,5,2,-,1,1,-,-,-,1
S00105942,68,8,24,4,5,6,17,2,2,-,-,1,1,-,1
S00105943,70,11,28,3,-,3,23,2,-,-,-,-,-,-,-
S00105944,98,15,32,11,1,7,28,1,2,1,-,-,1,-,-
S00105945,78,11,32,7,1,2,19,3,3,-,-,-,-,-,1
S00105946,79,10,38,4,1,5,16,4,-,-,1,1,-,-,-
S00105947,83,8,26,5,5,1,28,6,1,1,2,2,2,-,2
S00105948,69,13,21,5,-,5,15,3,3,4,-,-,-,-,-
S00105949,81,14,20,4,3,4,27,4,2,3,-,2,1,1,-
S00105950,62,7,38,4,2,-,7,2,2,-,-,-,-,-,2
S00105951,50,8,18,1,2,2,16,1,-,2,-,-,1,-,2
S00105952,96,15,29,10,4,2,25,2,3,4,2,-,1,-,1
S00105953,131,21,62,11,2,4,17,6,3,5,-,2,-,-,-
S00105954,87,9,28,16,3,4,18,3,3,3,-,2,1,1,-
S00105955,43,5,12,4,2,3,15,2,-,-,-,-,2,1,1
S00105956,60,5,33,4,2,2,4,5,1,4,-,1,-,-,-
S00105957,117,17,54,7,3,6,17,3,8,1,1,1,1,1,1
S00105958,96,17,33,13,1,5,16,4,3,4,-,-,1,-,1
S00105959,107,12,36,12,2,4,28,7,3,1,2,-,1,-,-
S00105960,86,12,41,7,1,3,11,5,3,1,2,-,-,-,1
S00105961,88,9,30,5,1,1,30,6,1,2,3,-,1,-,-
S00105962,84,12,31,11,4,3,17,4,2,-,-,-,3,-,1
S00105963,125,15,50,11,6,3,22,12,5,-,1,2,3,-,3
S00105964,90,12,49,6,1,1,7,8,4,2,-,-,-,-,1
S00105965,110,19,47,9,2,2,19,8,3,1,-,-,2,-,-
S00105966,82,12,28,10,-,1,28,-,2,1,-,-,-,-,-
S00105967,75,10,43,7,-,3,6,2,2,2,-,-,-,-,-
S00105968,63,8,22,5,1,2,23,1,1,-,-,1,-,1,-
S00105969,84,13,40,2,1,2,21,4,-,1,-,-,-,-,-
S00105970,153,25,64,9,3,5,35,5,4,2,1,3,-,1,1
S00105971,133,23,58,12,2,3,15,8,6,3,3,-,-,-,2
S00105972,126,26,48,12,2,6,24,1,3,2,2,-,1,-,1
S00105973,99,13,33,13,3,3,27,3,4,-,-,-,3,-,2
S00105974,73,8,42,4,2,2,5,4,2,3,1,1,-,-,1
S00105975,70,12,25,4,2,2,16,7,1,1,-,-,1,-,1
S00105976,81,15,30,6,1,2,15,3,4,5,-,-,-,-,-
S00105977,51,11,22,3,3,1,8,1,-,2,-,2,-,2,1
S00105978,81,15,34,6,2,4,12,1,5,1,1,-,-,-,1
S00105979,82,15,32,10,3,6,4,5,1,6,-,1,1,1,1
S00105980,107,16,35,6,1,3,31,6,6,-,3,1,-,1,-
S00105981,114,21,32,14,1,1,36,8,-,-,1,-,1,-,1
S00105982,140,19,47,17,-,3,39,6,6,1,2,-,-,-,-
S00105983,63,12,25,3,-,1,16,2,2,2,-,-,-,-,-
S00105984,82,20,23,17,-,1,12,3,-,3,3,-,-,-,-
S00105985,55,3,28,3,4,4,7,1,1,2,2,2,-,-,3
S00105986,119,21,49,11,2,6,7,11,7,5,-,-,-,-,1
S00105987,88,11,40,14,2,2,9,5,3,-,2,1,-,1,1
S00105988,84,8,25,6,1,3,27,7,6,1,-,-,1,-,-
S00105989,78,7,28,3,2,2,30,1,3,-,2,-,-,-,-
S00105990,81,7,28,11,4,-,20,6,4,1,-,2,1,1,-
S00105991,43,3,20,2,1,-,8,5,1,3,-,1,-,1,-
S00105992,104,23,35,5,1,3,21,6,5,5,-,1,-,1,-
S00105993,43,2,20,5,1,1,11,1,1,1,-,-,1,-,-
S00105994,102,20,43,8,4,4,13,5,3,-,2,2,-,1,3
S00105995,75,12,27,6,1,3,16,3,4,1,2,-,1,-,1
S00105996,100,12,37,11,1,-,24,5,6,4,-,-,-,1,-
S00105997,97,18,30,10,-,3,22,3,8,1,2,-,-,-,-
S00105998,80,18,23,9,3,4,20,2,-,1,-,2,1,1,-
S00105999,119,14,40,15,4,-,31,8,6,1,-,-,-,1,2
S00106000,144,21,51,11,3,9,36,5,5,3,-,1,2,-,2
S00106001,96,16,33,15,-,5,20,2,2,-,3,-,-,-,-
S00106002,71,13,25,3,2,5,17,3,1,2,-,1,1,-,2
S00106003,70,5,25,11,2,5,18,2,1,-,1,1,-,-,-
S00106004,76,10,25,11,3,7,14,2,3,1,-,3,-,-,-
S00106005,71,11,27,6,2,-,17,3,3,-,2,1,1,-,-
S00106006,75,6,15,13,3,1,23,7,2,5,-,1,1,-,3
S00106007,96,15,28,9,-,2,25,8,3,3,3,-,-,-,-
S00106008,70,7,28,15,1,2,12,3,2,-,-,-,-,-,1
S00106009,70,13,13,9,1,3,22,3,5,1,-,-,1,-,-
S00106010,42,7,13,8,1,2,9,1,-,1,-,-,-,-,-
S00106011,157,22,65,16,4,5,27,8,7,2,1,1,-,1,1
S00106012,102,11,40,11,2,4,26,5,1,1,1,1,-,-,1
S00106013,101,12,45,10,4,-,15,3,4,4,4,-,2,-,2
S00106014,81,13,33,12,4,3,7,3,4,1,1,-,1,-,-
S00106015,116,15,46,17,-,3,19,8,6,1,1,-,-,-,-
S00106016,79,8,39,6,5,2,4,6,3,6,-,1,2,-,5
S00106017,87,11,44,8,3,2,5,4,7,2,1,-,-,-,1
S00106018,99,16,35,15,1,5,11,3,11,1,1,-,-,-,1
S00106019,58,6,22,5,5,1,9,-,3,6,1,2,1,-,2
S00106020,75,7,22,13,1,3,21,3,1,2,2,-,-,-,-
S00106021,84,14,23,10,2,4,13,4,4,8,2,2,-,1,-
S00106022,53,7,25,4,1,3,5,1,6,1,-,1,-,-,1
S00106023,72,9,36,4,2,3,10,3,1,3,1,-,2,-,1
S00106024,95,9,55,9,5,3,6,1,3,2,2,2,2,-,4
S00106025,91,14,50,2,1,-,11,2,4,3,4,1,-,-,-
S00106026,92,12,67,3,2,-,4,1,-,3,-,-,-,-,-
S00106027,73,9,34,7,5,7,4,-,2,4,1,-,1,-,1
S00106028,74,11,25,6,2,2,16,2,2,8,-,1,1,-,1
S00106029,84,8,20,3,5,4,19,5,6,12,2,2,-,-,2
S00106030,84,9,34,8,12,1,6,1,4,7,2,2,2,2,4
S00106031,74,10,37,3,1,3,4,6,2,2,6,-,1,-,1
S00106032,69,4,31,6,7,2,13,1,1,4,-,-,2,-,4
S00106033,61,8,38,6,2,3,2,-,1,1,-,-,2,-,1
S00106034,96,14,23,5,4,3,29,3,3,10,2,1,-,1,2
S00106035,77,5,40,10,7,1,1,2,7,-,4,-,1,-,4
S00106036,83,10,33,7,4,2,10,5,4,8,-,-,2,1,3
S00106037,91,9,42,11,5,2,-,9,4,9,-,2,1,1,2
S00106038,61,13,27,5,7,4,3,-,2,-,-,1,1,-,3
S00106039,103,14,59,6,4,3,9,5,2,-,1,-,-,-,1
S00106040,74,10,23,7,2,4,19,5,2,1,1,-,1,-,1
S00106041,69,15,28,7,-,3,7,5,3,1,-,-,-,-,-
S00106042,51,8,19,7,-,2,7,4,1,-,3,-,-,-,-
S00106043,65,6,29,8,-,1,12,5,3,-,1,-,-,-,-
S00106044,110,10,58,12,2,6,14,5,2,-,1,-,-,-,-
S00106045,76,14,40,3,2,3,9,2,1,2,-,1,1,1,1
S00106046,99,9,40,15,6,6,9,8,4,1,1,2,1,1,2
S00106047,75,8,35,11,1,-,11,4,4,1,-,-,1,-,-
S00106048,44,6,15,3,3,1,3,6,4,3,-,1,-,1,1
S00106049,65,11,25,9,4,-,4,4,7,1,-,1,-,-,1
S00106050,134,14,58,19,3,7,16,3,5,6,3,2,-,-,1
S00106051,85,13,29,11,3,5,17,5,1,1,-,-,1,-,2
S00106052,55,3,20,8,1,2,9,7,3,2,-,-,-,-,-
S00106053,114,14,50,13,1,1,13,4,5,11,2,-,-,-,-
S00106054,107,14,29,12,3,4,21,8,7,3,6,-,1,-,2
S00106055,103,15,39,17,3,-,12,4,2,6,5,1,2,-,-
S00106056,108,12,41,13,4,1,20,6,2,4,5,-,1,-,-
S00106057,101,13,41,14,-,9,18,3,2,1,-,-,-,-,-
S00106058,71,11,23,10,2,1,18,3,2,1,-,-,2,-,1
S00106059,60,7,18,11,1,2,11,5,2,1,2,-,-,-,-
S00106060,68,12,23,13,-,1,9,5,2,2,1,-,-,-,-
S00106061,79,12,42,7,-,-,15,1,1,-,1,-,-,-,-
S00106062,93,14,36,16,1,5,16,3,-,1,1,-,-,-,1
S00106063,111,13,46,17,-,5,17,8,3,1,1,-,-,-,-
S00106064,66,6,15,6,3,3,22,2,2,4,3,-,-,1,-
S00106065,74,12,43,3,2,3,6,3,2,-,-,2,-,1,1
S00106066,71,11,28,6,1,-,19,2,3,1,-,-,-,-,1
S00106067,67,16,20,12,1,-,13,1,1,3,-,-,-,-,1
S00106068,71,9,29,7,1,-,21,1,1,2,-,-,1,-,-
S00106069,105,11,34,18,3,2,27,3,5,2,-,-,2,1,2
S00106070,89,10,34,6,3,2,23,4,4,1,2,2,1,-,-
S00106071,85,7,47,4,3,5,10,3,2,3,1,1,-,-,-
S00106072,77,5,38,9,9,3,6,1,-,3,3,3,1,1,5
S00106073,70,6,34,8,2,5,7,3,2,2,1,1,1,-,1
S00106074,70,8,25,7,2,-,17,-,5,5,1,1,-,1,-
S00106075,52,10,13,7,3,1,16,1,-,-,1,-,-,1,1
S00106076,105,6,39,13,5,2,25,4,4,7,-,3,1,-,2
S00106077,72,11,25,4,1,3,18,5,1,4,-,-,-,-,-
S00106078,86,13,28,10,4,1,19,3,7,-,1,1,1,-,2
S00106079,101,14,44,19,1,4,6,9,2,1,1,-,-,-,-
S00106080,66,14,18,12,-,1,10,7,2,1,1,-,-,-,-
S00106081,117,15,48,13,10,5,18,2,4,1,1,6,1,-,4
S00106082,99,12,36,13,4,1,22,4,5,1,1,2,1,-,-
S00106083,96,19,34,11,8,2,9,3,6,3,1,2,1,-,3
S00106084,64,6,20,3,1,1,17,-,-,15,1,-,-,-,-
S00106085,73,14,24,2,5,5,9,4,6,2,2,3,-,2,1
S00106086,97,15,38,-,6,2,15,3,6,10,2,-,2,-,3
S00106087,93,19,28,3,3,6,11,4,4,9,6,-,-,1,1
S00106088,97,13,32,8,2,4,22,1,8,5,2,-,-,1,1
S00106089,77,11,33,5,9,1,8,4,1,4,1,5,2,1,1
S00106090,63,8,36,4,-,1,6,1,4,2,1,-,-,-,-
S00106091,73,9,31,7,2,3,10,6,1,3,1,-,1,-,2
S00106092,107,15,55,10,-,2,14,2,3,6,-,-,-,-,-
S00106093,71,7,25,9,6,2,14,2,1,4,1,1,1,2,3
S00106094,68,9,34,1,2,2,8,3,6,2,1,2,-,-,2
S00106095,90,10,27,-,7,1,13,5,18,5,4,-,1,-,2
S00106096,65,9,12,4,-,-,13,1,5,11,10,-,-,-,-
S00106097,93,12,46,8,6,1,11,3,5,-,1,2,3,1,4
S00106098,96,15,36,4,1,1,17,-,6,11,5,-,-,-,1
S00106099,100,14,25,2,4,4,20,9,6,8,8,2,-,1,1
S00106100,96,14,22,5,4,2,19,6,7,11,6,2,1,1,1
S00106101,86,7,19,1,6,1,23,3,5,16,5,2,-,1,4
S00106102,65,10,7,5,5,-,21,2,2,9,4,5,-,5,-
S00106103,61,10,11,3,11,1,7,8,1,8,1,-,1,-,7
S00106104,58,6,12,1,7,1,13,2,5,11,-,3,-,2,2
S00106105,92,9,17,2,23,2,9,4,5,16,5,10,3,4,10
S00106106,83,5,33,9,4,5,7,7,7,6,-,1,-,1,2
S00106107,97,10,21,16,3,2,28,6,7,2,2,3,-,2,-
S00106108,47,5,18,6,-,1,10,5,1,-,1,-,-,-,-
S00106109,111,9,47,13,6,5,11,7,7,3,3,-,2,2,1
S00106110,108,19,33,14,2,3,14,10,8,1,4,-,1,-,-
S00106111,56,2,16,2,4,1,16,2,5,6,2,1,-,-,2
S00106112,77,17,16,7,6,4,8,2,3,8,6,2,-,3,2
S00106113,84,7,42,2,1,5,19,7,1,-,-,1,-,1,-
S00106114,92,12,40,8,3,-,24,3,1,1,-,1,-,-,1
S00106115,70,9,31,4,1,7,11,4,-,3,-,-,1,-,-
S00106116,68,9,26,2,2,2,12,3,3,7,2,-,1,-,1
S00106117,55,7,19,5,4,1,15,-,1,3,-,-,-,-,2
S00106118,84,11,27,11,11,2,11,3,3,3,2,5,3,1,2
S00106119,61,9,21,-,7,-,5,2,11,4,2,-,-,-,5
S00106120,52,7,19,3,6,-,10,-,1,2,4,2,1,-,3
S00106121,63,6,23,5,8,-,5,2,3,8,3,3,1,2,4
S00106122,59,8,19,2,8,3,6,3,7,2,1,2,1,1,3
S00106123,78,11,24,6,6,3,6,4,5,11,2,-,-,1,2
S00106124,46,9,20,6,3,-,2,2,2,2,-,2,-,2,-
S00106125,85,15,33,1,4,1,6,3,12,8,2,2,1,-,3
S00106126,43,5,9,1,12,3,3,-,2,6,2,3,1,1,8
S00106127,64,10,20,5,3,2,8,2,4,5,5,2,-,2,-
S00106128,97,16,27,1,9,2,10,4,11,13,4,3,2,3,1
S00106129,87,14,30,4,3,4,17,2,2,7,4,1,-,-,2
S00106130,95,10,33,2,6,3,18,2,7,14,-,2,2,1,3
S00106131,102,17,34,6,4,1,18,7,6,8,1,-,1,-,3
S00106132,46,6,9,2,1,-,18,2,1,4,3,-,1,-,-
S00106133,101,18,43,2,4,5,17,4,4,2,2,2,-,2,2
S00106134,83,14,28,7,6,2,14,2,4,6,-,3,-,1,-
S00106135,73,14,29,6,2,-,10,3,-,8,1,1,-,-,2
S00106136,72,10,27,6,3,3,14,1,3,2,3,-,1,1,1
S00106137,75,11,25,5,7,2,10,4,2,6,3,1,1,-,4
S00106138,78,8,37,5,4,2,14,2,1,4,1,3,1,2,-
S00106139,66,11,16,5,3,-,9,3,11,7,1,-,1,-,3
S00106140,34,5,13,4,-,3,6,1,1,-,1,-,-,-,-
S00106141,67,10,8,-,11,2,5,6,14,7,4,3,1,3,6
S00106142,79,14,19,2,13,5,3,8,1,10,4,2,2,-,10
S00106143,84,9,36,5,3,13,3,8,2,1,4,-,2,1,1
S00106144,126,6,51,9,3,12,1,32,5,-,7,-,1,-,1
S00106145,80,7,25,5,13,-,12,2,5,6,5,4,-,3,8
S00106146,72,7,26,6,7,3,8,3,3,8,1,1,3,-,2
S00106147,67,7,39,-,-,7,-,10,1,3,-,-,-,-,-
S00106148,60,13,37,-,3,-,-,5,1,-,1,2,-,-,1
S00106149,114,13,30,6,8,11,16,7,10,9,4,3,-,2,2
S00106150,90,10,24,4,11,2,14,3,5,13,4,8,-,3,4
S00106151,75,7,24,5,6,10,3,2,5,8,5,-,-,1,5
S00106152,42,6,10,1,3,7,3,6,1,3,2,-,2,1,2
S00106153,66,5,8,-,1,1,19,1,8,20,3,-,-,-,1
S00106154,94,13,27,4,6,4,7,4,13,10,6,4,-,1,-
S00106155,109,14,36,8,12,1,7,3,10,10,8,2,3,1,7
S00106156,95,10,27,5,8,3,13,1,5,17,6,2,2,2,4
S00106157,94,7,27,3,13,2,9,4,7,19,3,-,4,1,6
S00106158,101,7,20,4,20,3,9,1,2,31,4,3,3,-,15
S00106159,98,16,15,5,8,1,17,6,12,13,5,3,2,2,3
S00106160,90,18,25,3,9,3,6,1,11,12,2,5,1,2,5
S00106161,85,13,24,4,2,3,9,8,13,7,2,-,-,-,2
S00106162,88,16,21,4,4,3,14,3,6,11,6,2,-,2,2
S00106163,71,7,22,3,6,2,6,4,8,7,6,2,1,1,5
S00106164,81,12,31,7,6,5,7,5,6,2,-,3,1,3,1
S00106165,52,7,11,3,11,1,3,1,3,11,1,5,2,3,4
S00106166,79,8,22,5,8,-,4,8,6,13,5,4,1,3,2
S00106167,89,11,37,5,6,5,4,6,9,4,2,2,-,1,3
S00106168,64,15,25,4,7,1,1,-,5,4,2,4,-,3,1
S00106169,70,8,26,1,4,-,10,1,7,10,3,2,-,1,2
S00106170,127,16,58,13,1,4,22,2,5,1,5,-,-,-,-
S00106171,67,7,24,6,5,1,14,2,5,3,-,3,-,2,1
S00106172,85,10,38,6,4,2,8,11,2,2,2,-,-,-,1
S00106173,69,8,32,1,3,4,11,7,1,-,2,2,1,-,1
S00106174,73,3,32,5,1,4,4,17,7,-,-,-,-,-,-
S00106175,51,7,19,7,2,3,4,2,2,3,2,-,-,-,2
S00106176,73,11,26,2,2,2,14,7,2,7,-,1,-,-,-
S00106177,101,9,35,1,3,5,14,10,7,12,5,2,1,-,1
S00106178,128,18,45,5,9,2,11,7,7,18,6,4,1,-,3
S00106179,72,9,23,4,7,2,7,5,4,7,4,2,-,3,3
S00106180,64,14,19,4,3,2,10,3,1,5,3,-,2,-,1
S00106181,60,8,26,2,3,3,4,2,4,5,3,1,1,-,2
S00106182,125,19,46,8,2,7,18,12,4,8,1,1,-,1,1
S00106183,50,5,12,3,4,-,19,1,-,6,-,2,1,-,2
S00106184,94,17,32,5,1,5,16,7,6,3,2,1,-,-,-
S00106185,77,9,28,1,3,4,15,5,2,8,2,1,-,1,1
S00106186,79,6,29,4,6,4,10,9,5,4,2,3,-,-,1
S00106187,68,10,26,3,4,2,9,5,1,3,5,-,1,-,-
S00106188,80,11,28,5,4,4,17,6,4,1,-,1,-,2,1
S00106189,75,8,27,3,5,1,7,12,5,1,6,2,1,1,1
S00106190,107,22,40,8,3,6,19,3,4,-,2,-,1,1,1
S00106191,147,10,38,16,3,14,17,40,2,4,3,-,-,-,-
S00106192,56,11,23,4,3,4,1,8,2,-,-,-,2,-,-
S00106193,88,6,39,4,3,8,3,16,1,1,7,1,-,2,1
S00106194,76,8,28,6,6,2,15,5,1,-,5,-,4,-,1
S00106195,109,11,51,11,4,6,16,4,4,1,1,1,2,1,1
S00106196,86,12,31,13,3,2,18,6,-,-,1,-,-,-,1
S00106197,88,9,31,18,-,3,16,4,4,1,2,-,-,-,-
S00106198,78,5,26,10,2,3,18,3,4,4,3,2,-,2,-
S00106199,118,11,46,16,1,3,18,12,8,1,2,1,-,-,-
S00106200,156,13,36,20,3,11,11,50,6,6,-,1,-,-,1
S00106201,136,14,31,15,5,18,7,41,3,1,1,2,-,-,-
S00106202,99,6,22,1,-,25,2,42,-,-,1,-,-,-,-
S00106203,71,6,28,6,3,5,14,6,2,1,-,1,-,1,-
S00106204,129,15,41,6,4,13,9,31,5,3,2,-,-,-,-
S00106205,143,17,43,7,3,16,5,46,3,1,2,2,-,-,-
S00106206,120,3,47,5,5,11,13,25,4,4,3,1,2,1,2
S00106207,78,13,26,-,2,5,13,12,3,3,1,1,-,-,2
S00106208,40,2,11,1,1,3,19,1,-,-,2,-,-,-,-
S00106209,88,10,27,1,3,2,12,13,2,16,2,2,-,-,2
S00106210,46,4,17,-,2,1,8,2,-,10,2,-,-,-,1
S00106211,61,12,11,3,3,-,19,1,3,9,-,-,-,-,1
S00106212,63,2,30,1,1,2,13,4,3,6,1,-,-,-,-
S00106213,57,6,19,-,3,5,14,-,-,10,-,-,2,-,3
S00106214,54,2,13,4,5,1,17,4,1,6,1,2,1,2,3
S00106215,97,4,36,5,14,1,17,5,3,10,2,1,5,4,4
S00106216,79,13,33,6,1,1,16,4,1,2,2,1,-,1,-
S00106217,73,9,30,10,3,2,16,2,1,-,-,1,1,-,-
S00106218,68,12,31,6,1,1,13,2,1,1,-,1,-,1,-
S00106219,86,4,28,5,7,8,12,9,4,7,2,1,1,1,4
S00106220,46,4,13,-,-,6,6,14,1,2,-,-,-,-,-
S00106221,119,4,31,3,3,18,4,55,-,-,1,1,-,-,1
S00106222,97,9,22,-,5,10,20,16,4,10,1,-,-,-,-
S00106223,91,12,29,11,3,1,19,11,2,2,1,1,1,1,-
S00106224,93,11,40,11,2,5,14,6,3,-,1,-,-,-,1
S00106225,77,5,28,9,2,4,17,5,6,1,-,1,-,1,1
S00106226,151,5,26,2,3,25,4,83,2,-,1,-,1,-,1
S00106227,117,7,31,14,2,14,5,40,2,2,-,1,-,-,1
S00106228,86,8,37,13,1,-,13,9,1,2,2,-,-,-,-
